Recency,Frequency,Monetary,Segments
95,3,34.89,Medium Value Customer
197,5,155.36,Low Value Customer
11,8,534.07,Medium Value Customer
63,4,64.05,Medium Value Customer
182,1,90.92,Low Value Customer
23,18,2239.75,Medium Value Customer
192,1,104.61,Low Value Customer
87,5,413.39,Medium Value Customer
53,3,241.24,Medium Value Customer
42,1,15.6,Medium Value Customer
32,1,111.28,Medium Value Customer
29,7,869.5699999999999,Medium Value Customer
21,2,49.6,Medium Value Customer
42,2,34.2,Medium Value Customer
23,2,131.80999999999997,Medium Value Customer
195,1,8.899999999999999,Low Value Customer
14,9,201.08,Medium Value Customer
78,2,73.1,Medium Value Customer
63,1,27.4,Medium Value Customer
77,2,309.91,Medium Value Customer
14,26,626.0699999999999,Medium Value Customer
100,2,48.440000000000005,Medium Value Customer
261,1,128.22000000000003,Low Value Customer
17,6,294.6799999999999,Medium Value Customer
91,2,53.45,Medium Value Customer
8,12,964.211,Medium Value Customer
102,10,581.5300000000001,Medium Value Customer
14,3,424.1700000000001,Medium Value Customer
135,5,276.87,Medium Value Customer
21,11,572.62,Medium Value Customer
28,4,570.74,Medium Value Customer
153,4,43.5,Low Value Customer
84,1,36.45,Medium Value Customer
76,2,180.07999999999998,Medium Value Customer
308,1,67.39,Low Value Customer
98,2,51.85,Medium Value Customer
118,31,5234.95,Medium Value Customer
13,5,12.75,Medium Value Customer
254,1,108.5,Low Value Customer
246,3,88.35,Low Value Customer
60,1,72.32,Medium Value Customer
51,1,77.36999999999999,Medium Value Customer
60,5,396.92,Medium Value Customer
273,1,0.38,Low Value Customer
38,3,78.02000000000001,Medium Value Customer
73,1,78.64999999999999,Medium Value Customer
105,2,66.84,Medium Value Customer
72,1,26.6,Medium Value Customer
109,2,171.73999999999995,Medium Value Customer
21,11,327.31999999999994,Medium Value Customer
59,2,473.65,Medium Value Customer
150,1,52.31,Low Value Customer
73,5,211.03,Medium Value Customer
171,3,200.87,Low Value Customer
41,2,138.91,Medium Value Customer
20,5,29.99,Medium Value Customer
378,2,49.00000000000001,Low Value Customer
72,7,236.14,Medium Value Customer
16,9,625.38,Medium Value Customer
134,3,201.48,Medium Value Customer
60,1,124.59,Medium Value Customer
95,5,297.04999999999995,Medium Value Customer
87,3,131.17999999999998,Medium Value Customer
27,13,598.8199999999999,Medium Value Customer
50,2,104.8,Medium Value Customer
11,18,2008.78,Medium Value Customer
101,2,64.89,Medium Value Customer
28,4,192.87,Medium Value Customer
7,2,490.34,Medium Value Customer
77,7,203.31,Medium Value Customer
35,2,77.47000000000001,Medium Value Customer
184,2,23.7,Low Value Customer
62,3,419.26,Medium Value Customer
230,1,18.0,Low Value Customer
73,6,249.64,Medium Value Customer
135,4,73.66000000000001,Medium Value Customer
14,3,525.01,Medium Value Customer
95,2,67.32999999999998,Medium Value Customer
210,1,131.96999999999997,Low Value Customer
14,16,582.2200000000001,Medium Value Customer
17,1,319.29,Medium Value Customer
379,1,19.35,Low Value Customer
18,3,338.59000000000003,Medium Value Customer
127,1,94.91,Medium Value Customer
123,1,3.7,Medium Value Customer
28,5,93.7,Medium Value Customer
35,2,84.16999999999999,Medium Value Customer
178,3,183.08,Low Value Customer
27,1,52.69000000000001,Medium Value Customer
70,3,98.64,Medium Value Customer
263,1,95.84,Low Value Customer
18,4,478.25,Medium Value Customer
168,1,15.94,Low Value Customer
168,1,83.80000000000001,Low Value Customer
18,9,440.49,Medium Value Customer
118,1,30.860000000000003,Medium Value Customer
7,26,1051.58,Medium Value Customer
72,1,16.919999999999998,Medium Value Customer
9,9,822.04,Medium Value Customer
74,1,89.69,Medium Value Customer
10,10,696.1500000000001,Medium Value Customer
98,4,367.11,Medium Value Customer
15,10,1123.23,Medium Value Customer
259,3,174.04,Low Value Customer
23,1,2.1,Medium Value Customer
55,2,293.26,Medium Value Customer
11,17,1949.11,Medium Value Customer
225,1,10.07,Low Value Customer
268,1,44.440000000000005,Low Value Customer
38,3,222.63,Medium Value Customer
79,1,33.099999999999994,Medium Value Customer
20,2,177.53999999999996,Medium Value Customer
29,12,781.7900000000001,Medium Value Customer
288,1,40.67,Low Value Customer
51,1,33.2,Medium Value Customer
203,2,111.83,Low Value Customer
46,3,488.98,Medium Value Customer
11,1,196.66999999999996,Medium Value Customer
10,6,102.93,Medium Value Customer
74,2,30.46,Medium Value Customer
25,12,384.0700000000001,Medium Value Customer
58,3,170.45999999999998,Medium Value Customer
48,3,99.86,Medium Value Customer
42,2,118.05,Medium Value Customer
11,7,725.0500000000001,Medium Value Customer
36,4,45.58,Medium Value Customer
311,1,104.98,Low Value Customer
11,1,70.57000000000001,Medium Value Customer
9,22,2092.76,Medium Value Customer
10,1,16.5,Medium Value Customer
55,3,165.61,Medium Value Customer
93,4,92.76,Medium Value Customer
22,1,38.69,Medium Value Customer
20,5,119.87,Medium Value Customer
185,1,60.890000000000015,Low Value Customer
16,3,293.9,Medium Value Customer
154,1,97.49,Low Value Customer
42,7,622.55,Medium Value Customer
265,8,723.6500000000001,Low Value Customer
78,7,200.85,Medium Value Customer
176,1,2.1,Low Value Customer
20,2,44.06000000000001,Medium Value Customer
43,1,197.56,Medium Value Customer
8,7,621.5799999999999,Medium Value Customer
248,4,274.01,Low Value Customer
273,1,72.95000000000002,Low Value Customer
10,1,119.7,Medium Value Customer
66,5,156.70999999999998,Medium Value Customer
38,3,239.24999999999997,Medium Value Customer
15,1,48.5,Medium Value Customer
14,1,59.11,Medium Value Customer
373,1,53.25,Low Value Customer
184,1,7.259999999999999,Low Value Customer
289,1,45.02,Low Value Customer
298,1,24.600000000000005,Low Value Customer
70,1,27.450000000000003,Medium Value Customer
59,2,38.84,Medium Value Customer
21,2,55.760000000000005,Medium Value Customer
98,4,45.21000000000001,Medium Value Customer
16,1,156.41000000000005,Medium Value Customer
279,1,40.5,Low Value Customer
291,2,20.790000000000003,Low Value Customer
35,3,110.3,Medium Value Customer
7,4,64.85,Medium Value Customer
144,3,57.23,Low Value Customer
66,1,89.8,Medium Value Customer
17,6,756.06,Medium Value Customer
23,1,87.3,Medium Value Customer
11,10,318.12000000000006,Medium Value Customer
231,1,33.99999999999999,Low Value Customer
14,9,517.97,Medium Value Customer
193,1,34.35,Low Value Customer
62,2,239.06000000000003,Medium Value Customer
45,3,182.92,Medium Value Customer
324,2,241.26,Low Value Customer
16,4,75.35000000000001,Medium Value Customer
21,1,157.17999999999998,Medium Value Customer
91,1,90.97,Medium Value Customer
305,1,70.01,Low Value Customer
9,10,593.48,Medium Value Customer
92,1,53.61000000000001,Medium Value Customer
21,10,1220.2000000000005,Medium Value Customer
30,1,189.09,Medium Value Customer
67,2,81.08000000000001,Medium Value Customer
240,1,36.04,Low Value Customer
27,3,15.96,Medium Value Customer
98,4,544.36,Medium Value Customer
8,3,55.400000000000006,Medium Value Customer
52,4,728.53,Medium Value Customer
74,2,177.96999999999997,Medium Value Customer
244,1,28.250000000000007,Low Value Customer
132,4,129.29999999999998,Medium Value Customer
43,13,547.51,Medium Value Customer
247,1,154.49,Low Value Customer
7,6,424.28,Medium Value Customer
10,20,1093.7,Medium Value Customer
78,5,119.88,Medium Value Customer
23,1,23.5,Medium Value Customer
10,2,101.59,Medium Value Customer
193,2,266.28000000000003,Low Value Customer
17,2,253.88,Medium Value Customer
136,5,339.1599999999999,Medium Value Customer
176,1,21.05,Low Value Customer
38,2,118.57,Medium Value Customer
53,2,264.89,Medium Value Customer
56,1,288.52,Medium Value Customer
8,2,247.62,Medium Value Customer
35,11,2342.9,Medium Value Customer
377,1,0.85,Low Value Customer
23,1,67.49000000000001,Medium Value Customer
267,1,118.57999999999998,Low Value Customer
23,5,353.52,Medium Value Customer
116,5,260.36,Medium Value Customer
17,6,636.3199999999999,Medium Value Customer
29,1,169.61,Medium Value Customer
25,3,536.86,Medium Value Customer
24,12,564.04,Medium Value Customer
18,8,412.93,Medium Value Customer
8,14,641.8100000000001,Medium Value Customer
43,2,360.44999999999993,Medium Value Customer
13,18,95.5,Medium Value Customer
50,2,341.8,Medium Value Customer
8,4,444.22,Medium Value Customer
59,4,281.24,Medium Value Customer
38,2,46.17,Medium Value Customer
23,18,905.58,Medium Value Customer
37,2,309.32000000000005,Medium Value Customer
53,2,42.43000000000001,Medium Value Customer
223,6,65.85,Low Value Customer
237,1,26.5,Low Value Customer
14,28,330.42,Medium Value Customer
98,6,447.64,Medium Value Customer
11,8,849.8799999999999,Medium Value Customer
36,2,73.63,Medium Value Customer
202,1,147.28,Low Value Customer
66,2,341.3,Medium Value Customer
186,2,57.88,Low Value Customer
65,2,55.55,Medium Value Customer
72,4,190.8,Medium Value Customer
21,3,158.86,Medium Value Customer
21,4,126.5,Medium Value Customer
77,1,57.44,Medium Value Customer
58,4,159.04,Medium Value Customer
204,1,38.56,Low Value Customer
15,4,80.02,Medium Value Customer
17,3,478.71,Medium Value Customer
25,2,23.6,Medium Value Customer
323,1,31.64,Low Value Customer
55,4,407.9399999999999,Medium Value Customer
60,3,257.95,Medium Value Customer
161,3,320.39,Low Value Customer
48,1,6.7,Medium Value Customer
9,7,589.27,Medium Value Customer
42,3,108.05,Medium Value Customer
73,1,4.2,Medium Value Customer
21,4,304.5900000000001,Medium Value Customer
367,1,45.96000000000001,Low Value Customer
7,8,743.13,Medium Value Customer
204,3,255.36,Low Value Customer
235,1,90.44,Low Value Customer
59,1,129.54999999999998,Medium Value Customer
169,3,121.63,Low Value Customer
70,3,1770.51,Medium Value Customer
32,1,168.45,Medium Value Customer
144,2,192.84,Low Value Customer
267,1,5.45,Low Value Customer
311,1,78.24,Low Value Customer
27,2,63.05,Medium Value Customer
8,4,474.56,Medium Value Customer
312,1,66.30000000000001,Low Value Customer
24,2,78.85,Medium Value Customer
22,7,635.4000000000001,Medium Value Customer
9,6,285.69,Medium Value Customer
51,2,9.09,Medium Value Customer
217,2,13.3,Low Value Customer
28,2,120.44,Medium Value Customer
266,1,79.47999999999999,Low Value Customer
146,3,79.49999999999999,Low Value Customer
17,7,584.9399999999999,Medium Value Customer
98,1,72.19999999999999,Medium Value Customer
58,3,212.86,Medium Value Customer
15,8,281.56,Medium Value Customer
59,4,54.84000000000001,Medium Value Customer
104,1,62.46,Medium Value Customer
76,3,348.1700000000001,Medium Value Customer
31,16,466.5,Medium Value Customer
60,8,703.5899999999999,Medium Value Customer
80,4,175.04,Medium Value Customer
76,3,262.54999999999995,Medium Value Customer
340,1,8.11,Low Value Customer
164,1,322.03000000000003,Low Value Customer
70,1,221.91,Medium Value Customer
39,4,335.12,Medium Value Customer
44,2,148.54,Medium Value Customer
294,1,77.67999999999999,Low Value Customer
36,6,120.51,Medium Value Customer
64,2,87.55,Medium Value Customer
32,3,311.83000000000004,Medium Value Customer
8,3,51.47,Medium Value Customer
60,3,230.22,Medium Value Customer
9,14,1001.14,Medium Value Customer
21,11,802.1,Medium Value Customer
368,1,98.22,Low Value Customer
22,5,188.54,Medium Value Customer
49,3,167.56999999999996,Medium Value Customer
64,4,266.57,Medium Value Customer
17,5,395.17,Medium Value Customer
186,2,37.0,Low Value Customer
18,23,764.26,Medium Value Customer
65,3,187.0,Medium Value Customer
225,1,63.400000000000006,Low Value Customer
305,1,9.89,Low Value Customer
322,1,75.49999999999999,Low Value Customer
20,3,144.37,Medium Value Customer
364,2,72.26,Low Value Customer
13,2,77.98,Medium Value Customer
59,1,68.24,Medium Value Customer
11,7,387.75,Medium Value Customer
30,8,521.21,Medium Value Customer
90,1,28.700000000000003,Medium Value Customer
42,4,337.7900000000001,Medium Value Customer
78,1,17.3,Medium Value Customer
71,1,8.569999999999999,Medium Value Customer
14,6,367.55,Medium Value Customer
62,6,328.89,Medium Value Customer
23,5,111.25,Medium Value Customer
24,11,315.37,Medium Value Customer
164,8,150.17,Low Value Customer
112,3,146.91,Medium Value Customer
10,25,1720.29,Medium Value Customer
7,5,329.65000000000003,Medium Value Customer
70,2,78.53999999999999,Medium Value Customer
56,5,246.06,Medium Value Customer
11,40,740.19,Medium Value Customer
37,14,554.32,Medium Value Customer
115,3,88.33000000000001,Medium Value Customer
133,4,73.4,Medium Value Customer
113,3,120.45,Medium Value Customer
63,4,257.47,Medium Value Customer
78,7,330.41,Medium Value Customer
43,1,51.93,Medium Value Customer
120,5,309.0,Medium Value Customer
232,1,1.96,Low Value Customer
36,3,106.8,Medium Value Customer
206,1,25.67,Low Value Customer
14,15,605.04,Medium Value Customer
50,1,26.55,Medium Value Customer
36,7,385.98,Medium Value Customer
17,10,229.59999999999997,Medium Value Customer
377,1,22.92,Low Value Customer
52,1,57.74,Medium Value Customer
17,1,43.1,Medium Value Customer
365,1,53.3,Low Value Customer
130,1,14.85,Medium Value Customer
111,9,300.92,Medium Value Customer
79,1,62.66,Medium Value Customer
34,7,30.65,Medium Value Customer
24,10,1298.41,Medium Value Customer
57,1,47.95,Medium Value Customer
59,8,397.81000000000006,Medium Value Customer
14,3,94.13,Medium Value Customer
22,2,122.54,Medium Value Customer
38,3,226.03,Medium Value Customer
29,9,527.17,Medium Value Customer
36,8,595.6500000000001,Medium Value Customer
24,4,73.65,Medium Value Customer
10,17,583.23,Medium Value Customer
80,1,32.480000000000004,Medium Value Customer
260,2,129.08,Low Value Customer
77,1,180.97,Medium Value Customer
15,7,122.36,Medium Value Customer
142,1,0.85,Low Value Customer
9,7,482.81,Medium Value Customer
363,1,96.7,Low Value Customer
16,2,317.3900000000001,Medium Value Customer
29,1,30.390000000000004,Medium Value Customer
44,10,511.0,Medium Value Customer
20,2,41.35,Medium Value Customer
136,2,84.8,Medium Value Customer
27,3,159.87999999999994,Medium Value Customer
23,4,314.8,Medium Value Customer
21,4,222.6,Medium Value Customer
62,3,136.83999999999995,Medium Value Customer
8,7,240.85999999999996,Medium Value Customer
118,3,45.87,Medium Value Customer
17,4,346.74999999999994,Medium Value Customer
79,1,28.899999999999995,Medium Value Customer
64,1,4.85,Medium Value Customer
24,4,40.6,Medium Value Customer
11,4,755.6,Medium Value Customer
23,7,1131.5,Medium Value Customer
14,1,165.89,Medium Value Customer
101,2,254.55,Medium Value Customer
15,2,101.12,Medium Value Customer
154,1,60.620000000000005,Low Value Customer
24,1,67.1,Medium Value Customer
62,5,307.28000000000003,Medium Value Customer
20,3,233.46000000000004,Medium Value Customer
7,8,835.3299999999999,Medium Value Customer
135,1,31.35,Low Value Customer
29,10,499.9799999999999,Medium Value Customer
52,3,243.79999999999995,Medium Value Customer
28,2,99.49,Medium Value Customer
20,1,140.48,Medium Value Customer
65,1,58.01,Medium Value Customer
80,2,162.72999999999996,Medium Value Customer
28,3,272.05,Medium Value Customer
65,7,207.96,Medium Value Customer
233,1,8.72,Low Value Customer
79,1,122.53000000000002,Medium Value Customer
99,5,362.43,Medium Value Customer
290,2,120.99,Low Value Customer
15,1,214.55,Medium Value Customer
116,2,251.04,Medium Value Customer
121,2,46.89000000000001,Medium Value Customer
375,1,133.04,Low Value Customer
122,2,189.03,Medium Value Customer
27,6,644.3199999999999,Medium Value Customer
367,1,60.89999999999999,Low Value Customer
65,2,55.36999999999999,Medium Value Customer
129,2,82.09,Medium Value Customer
60,3,950.05,Medium Value Customer
35,1,62.02000000000002,Medium Value Customer
288,1,92.59999999999998,Low Value Customer
119,2,70.85,Medium Value Customer
18,4,71.51000000000002,Medium Value Customer
112,1,61.05,Medium Value Customer
104,1,37.940000000000005,Medium Value Customer
106,4,547.4900000000001,Medium Value Customer
22,4,238.38,Medium Value Customer
9,6,459.5900000000001,Medium Value Customer
118,1,21.75,Medium Value Customer
268,4,238.27,Low Value Customer
39,4,112.75,Medium Value Customer
119,1,34.7,Medium Value Customer
72,3,612.47,Medium Value Customer
378,1,19.94,Low Value Customer
34,4,410.0800000000001,Medium Value Customer
336,1,69.01,Low Value Customer
9,2,79.75000000000001,Medium Value Customer
71,3,137.5,Medium Value Customer
56,2,87.58000000000001,Medium Value Customer
74,1,56.2,Medium Value Customer
31,3,224.55,Medium Value Customer
178,1,37.47,Low Value Customer
22,5,412.12000000000006,Medium Value Customer
192,2,210.04,Low Value Customer
95,4,567.04,Medium Value Customer
268,2,23.1,Low Value Customer
219,1,5.19,Low Value Customer
66,9,287.56,Medium Value Customer
25,10,845.8800000000001,Medium Value Customer
11,11,1283.53,Medium Value Customer
205,1,46.07,Low Value Customer
69,4,235.94,Medium Value Customer
66,4,184.2,Medium Value Customer
74,5,154.64999999999998,Medium Value Customer
73,4,126.52000000000002,Medium Value Customer
134,1,147.67000000000002,Medium Value Customer
193,7,1220.68,Low Value Customer
62,4,245.92,Medium Value Customer
81,2,339.4,Medium Value Customer
79,3,129.51,Medium Value Customer
49,1,101.76,Medium Value Customer
151,3,81.01999999999998,Low Value Customer
125,1,188.98,Medium Value Customer
27,1,21.930000000000007,Medium Value Customer
30,9,841.03,Medium Value Customer
72,1,44.67,Medium Value Customer
16,5,257.33,Medium Value Customer
53,12,365.7399999999999,Medium Value Customer
11,14,159.14999999999998,Medium Value Customer
21,3,261.05999999999995,Medium Value Customer
17,1,137.26999999999995,Medium Value Customer
18,3,59.7,Medium Value Customer
23,1,24.92,Medium Value Customer
36,1,86.32000000000001,Medium Value Customer
18,6,124.57,Medium Value Customer
79,1,33.92,Medium Value Customer
9,7,312.07,Medium Value Customer
224,3,195.75,Low Value Customer
25,1,153.70999999999998,Medium Value Customer
77,1,71.09,Medium Value Customer
78,4,189.75,Medium Value Customer
90,1,40.55,Medium Value Customer
51,3,491.4,Medium Value Customer
24,2,83.65000000000002,Medium Value Customer
44,3,699.1400000000001,Medium Value Customer
112,2,22.25,Medium Value Customer
37,2,185.25,Medium Value Customer
50,2,110.16,Medium Value Customer
38,5,852.66,Medium Value Customer
71,2,93.97,Medium Value Customer
8,3,157.25999999999993,Medium Value Customer
29,1,144.01,Medium Value Customer
37,4,255.39,Medium Value Customer
295,1,37.3,Low Value Customer
178,3,119.55,Low Value Customer
42,4,696.4799999999999,Medium Value Customer
55,2,207.79,Medium Value Customer
11,11,834.9499999999998,Medium Value Customer
35,9,933.75,Medium Value Customer
118,1,15.2,Medium Value Customer
270,1,30.74,Low Value Customer
31,1,101.05,Medium Value Customer
37,8,558.73,Medium Value Customer
21,11,301.49,Medium Value Customer
11,1,143.5999999999999,Medium Value Customer
92,2,284.4,Medium Value Customer
31,4,207.77,Medium Value Customer
233,1,66.44999999999999,Low Value Customer
22,7,1360.84,Medium Value Customer
376,1,3.73,Low Value Customer
11,3,325.21000000000004,Medium Value Customer
35,4,229.08,Medium Value Customer
17,1,106.39,Medium Value Customer
73,3,164.95000000000002,Medium Value Customer
225,2,218.03,Low Value Customer
32,6,279.61,Medium Value Customer
134,1,5.95,Low Value Customer
50,2,189.92,Medium Value Customer
219,2,93.27,Low Value Customer
38,1,1.65,Medium Value Customer
18,3,254.29,Medium Value Customer
11,47,487.25,Medium Value Customer
24,1,26.75,Medium Value Customer
55,3,285.45000000000005,Medium Value Customer
23,6,119.92,Medium Value Customer
50,1,37.900000000000006,Medium Value Customer
88,5,288.33,Medium Value Customer
154,3,440.88,Low Value Customer
310,3,89.93,Low Value Customer
23,2,43.54999999999999,Medium Value Customer
364,1,42.05,Low Value Customer
135,1,73.4,Medium Value Customer
59,3,194.06,Medium Value Customer
246,2,197.56,Low Value Customer
32,13,694.5699999999999,Medium Value Customer
28,3,243.81,Medium Value Customer
232,2,215.29,Low Value Customer
113,1,61.26,Medium Value Customer
226,2,136.61999999999998,Low Value Customer
203,2,131.48,Low Value Customer
272,2,33.49,Low Value Customer
172,2,47.01,Low Value Customer
248,2,6.05,Low Value Customer
13,6,324.14,Medium Value Customer
15,9,839.4000000000001,Medium Value Customer
17,12,422.31,Medium Value Customer
371,1,12.84,Low Value Customer
232,2,537.18,Low Value Customer
62,2,115.45,Medium Value Customer
25,8,517.9800000000001,Medium Value Customer
150,5,23.11,Low Value Customer
112,2,101.07,Medium Value Customer
156,1,86.06,Low Value Customer
38,7,766.9100000000001,Medium Value Customer
35,3,135.59,Medium Value Customer
76,2,177.00999999999993,Medium Value Customer
16,1,16.740000000000002,Medium Value Customer
73,1,84.25,Medium Value Customer
13,5,260.08,Medium Value Customer
324,1,42.1,Low Value Customer
74,4,325.69000000000005,Medium Value Customer
179,1,47.89000000000001,Low Value Customer
219,2,70.3,Low Value Customer
22,2,44.8,Medium Value Customer
78,1,31.09,Medium Value Customer
55,1,105.94,Medium Value Customer
182,1,58.760000000000005,Low Value Customer
86,3,132.11,Medium Value Customer
73,3,97.93,Medium Value Customer
55,17,758.53,Medium Value Customer
16,6,392.17,Medium Value Customer
16,3,56.15,Medium Value Customer
25,1,499.17,Medium Value Customer
262,1,125.24,Low Value Customer
37,7,494.94000000000005,Medium Value Customer
214,1,74.49000000000001,Low Value Customer
272,1,156.66999999999996,Low Value Customer
14,6,388.91,Medium Value Customer
39,3,444.07,Medium Value Customer
21,5,294.2699999999999,Medium Value Customer
63,2,128.35,Medium Value Customer
7,3,110.47,Medium Value Customer
7,4,650.27,Medium Value Customer
57,3,598.1999999999999,Medium Value Customer
77,2,66.25,Medium Value Customer
57,7,399.2,Medium Value Customer
88,2,180.6,Medium Value Customer
8,23,507.49,Medium Value Customer
226,1,76.16,Low Value Customer
66,1,192.59,Medium Value Customer
119,3,358.67,Medium Value Customer
310,1,17.65,Low Value Customer
23,4,141.01,Medium Value Customer
284,1,111.99,Low Value Customer
27,1,70.31,Medium Value Customer
283,1,2.0500000000000003,Low Value Customer
183,3,80.4,Low Value Customer
15,7,482.94999999999993,Medium Value Customer
56,1,78.44999999999999,Medium Value Customer
377,1,120.15000000000002,Low Value Customer
43,1,20.65,Medium Value Customer
233,1,24.379999999999995,Low Value Customer
161,4,30.59,Low Value Customer
17,1,9.74,Medium Value Customer
14,4,129.38000000000002,Medium Value Customer
188,1,55.22,Low Value Customer
241,1,30.15,Low Value Customer
39,24,4461.12,Medium Value Customer
10,14,1410.4,Medium Value Customer
65,4,173.26000000000002,Medium Value Customer
15,1,23.19,Medium Value Customer
38,20,378.31,Medium Value Customer
28,5,437.7400000000001,Medium Value Customer
147,4,97.49,Low Value Customer
17,10,886.3200000000002,Medium Value Customer
8,19,1039.06,Medium Value Customer
39,1,67.3,Medium Value Customer
39,6,560.96,Medium Value Customer
118,1,40.52,Medium Value Customer
42,5,154.18,Medium Value Customer
211,1,16.45,Low Value Customer
128,2,26.5,Medium Value Customer
69,2,20.25,Medium Value Customer
273,4,54.28,Low Value Customer
21,10,330.87,Medium Value Customer
37,7,319.54,Medium Value Customer
65,2,115.2,Medium Value Customer
62,2,109.34,Medium Value Customer
308,1,97.6,Low Value Customer
268,1,13.05,Low Value Customer
67,1,45.75000000000001,Medium Value Customer
15,2,42.900000000000006,Medium Value Customer
74,3,128.67,Medium Value Customer
235,2,55.48,Low Value Customer
86,2,83.84,Medium Value Customer
28,4,218.27,Medium Value Customer
92,1,14.03,Medium Value Customer
42,2,94.1,Medium Value Customer
17,12,459.4699999999999,Medium Value Customer
32,5,215.88,Medium Value Customer
18,4,772.1899999999999,Medium Value Customer
8,3,65.54,Medium Value Customer
27,1,32.75,Medium Value Customer
16,7,162.81,Medium Value Customer
32,2,122.14,Medium Value Customer
30,1,43.85,Medium Value Customer
204,2,35.7,Low Value Customer
46,2,97.63,Medium Value Customer
41,11,305.00000000000006,Medium Value Customer
95,2,347.95000000000005,Medium Value Customer
45,5,323.35,Medium Value Customer
21,5,343.1,Medium Value Customer
44,2,155.35,Medium Value Customer
268,1,62.86,Low Value Customer
25,3,354.05,Medium Value Customer
31,4,187.55,Medium Value Customer
185,1,71.50000000000001,Low Value Customer
43,3,152.29999999999998,Medium Value Customer
64,4,166.34,Medium Value Customer
49,2,33.599999999999994,Medium Value Customer
49,1,6.4,Medium Value Customer
123,7,309.14000000000004,Medium Value Customer
127,2,43.55,Medium Value Customer
14,5,332.1599999999999,Medium Value Customer
48,1,55.120000000000005,Medium Value Customer
80,4,178.50999999999993,Medium Value Customer
10,6,134.32,Medium Value Customer
51,1,129.67000000000002,Medium Value Customer
39,1,18.350000000000005,Medium Value Customer
343,1,47.55,Low Value Customer
57,1,49.02,Medium Value Customer
64,1,66.06,Medium Value Customer
377,1,33.34,Low Value Customer
91,1,45.50000000000001,Medium Value Customer
84,2,64.94999999999999,Medium Value Customer
97,2,45.690000000000005,Medium Value Customer
162,1,116.24,Low Value Customer
62,6,171.45,Medium Value Customer
228,1,17.6,Low Value Customer
46,9,639.1200000000001,Medium Value Customer
10,5,206.45,Medium Value Customer
53,7,927.97,Medium Value Customer
62,14,92.0,Medium Value Customer
10,6,212.39999999999995,Medium Value Customer
64,3,24.0,Medium Value Customer
182,4,205.33,Low Value Customer
36,1,127.55,Medium Value Customer
211,1,42.0,Low Value Customer
263,1,35.510000000000005,Low Value Customer
29,7,68.16999999999999,Medium Value Customer
35,9,739.1000000000001,Medium Value Customer
321,1,53.34,Low Value Customer
83,2,63.97,Medium Value Customer
44,2,213.36,Medium Value Customer
53,2,131.67,Medium Value Customer
8,3,93.39,Medium Value Customer
170,2,56.9,Low Value Customer
283,1,10.52,Low Value Customer
175,1,57.760000000000005,Low Value Customer
21,15,730.84,Medium Value Customer
31,9,1021.12,Medium Value Customer
32,1,16.02,Medium Value Customer
35,2,19.85,Medium Value Customer
60,2,31.41,Medium Value Customer
50,1,1.25,Medium Value Customer
53,3,245.01,Medium Value Customer
365,1,10.05,Low Value Customer
203,2,76.9,Low Value Customer
22,7,150.69999999999996,Medium Value Customer
8,13,505.38000000000005,Medium Value Customer
65,13,250.61,Medium Value Customer
57,4,285.21,Medium Value Customer
260,2,109.93,Low Value Customer
44,20,1261.991,Medium Value Customer
42,4,161.58,Medium Value Customer
21,9,779.88,Medium Value Customer
10,13,1377.46,Medium Value Customer
21,3,42.49,Medium Value Customer
43,2,269.42,Medium Value Customer
8,18,2550.3700000000003,Medium Value Customer
312,1,68.69,Low Value Customer
204,1,8.719999999999999,Low Value Customer
8,9,567.6099999999999,Medium Value Customer
11,5,432.3499999999999,Medium Value Customer
10,8,826.1500000000001,Medium Value Customer
18,2,279.5300000000001,Medium Value Customer
8,11,271.0,Medium Value Customer
85,2,228.75,Medium Value Customer
46,1,40.650000000000006,Medium Value Customer
13,8,739.8,Medium Value Customer
25,2,235.42,Medium Value Customer
34,3,262.01,Medium Value Customer
290,1,76.08,Low Value Customer
45,3,581.29,Medium Value Customer
171,1,34.54,Low Value Customer
35,9,389.12,Medium Value Customer
147,5,580.88,Medium Value Customer
178,1,81.33999999999999,Low Value Customer
37,1,87.71,Medium Value Customer
267,1,35.68000000000001,Low Value Customer
134,13,199.88,Medium Value Customer
98,7,265.69,Medium Value Customer
25,23,1251.21,Medium Value Customer
30,9,174.27999999999997,Medium Value Customer
233,2,187.28999999999996,Low Value Customer
14,1,25.450000000000003,Medium Value Customer
169,4,21.020000000000003,Low Value Customer
109,4,316.06999999999994,Medium Value Customer
46,6,175.26999999999998,Medium Value Customer
51,1,16.91,Medium Value Customer
72,1,27.45,Medium Value Customer
380,1,64.95,Low Value Customer
24,1,132.28,Medium Value Customer
60,4,107.58,Medium Value Customer
25,6,371.35,Medium Value Customer
120,3,277.59000000000003,Medium Value Customer
14,5,500.58,Medium Value Customer
186,4,481.19,Low Value Customer
65,3,369.1,Medium Value Customer
78,2,163.57,Medium Value Customer
65,4,293.52000000000004,Medium Value Customer
9,6,428.8300000000001,Medium Value Customer
57,1,82.74,Medium Value Customer
55,3,360.61,Medium Value Customer
8,31,1407.4299999999998,Medium Value Customer
49,1,122.23,Medium Value Customer
14,2,226.35,Medium Value Customer
7,26,4521.13,Medium Value Customer
78,1,83.45,Medium Value Customer
18,4,317.36,Medium Value Customer
51,1,114.83,Medium Value Customer
39,4,360.2200000000001,Medium Value Customer
46,3,780.67,Medium Value Customer
25,8,1052.56,Medium Value Customer
