Recency,Frequency,Monetary,recency_score,frequeny_score,monetary_score,RFM_SCORE,Segments
181,1,50.93000000000001,2,1,2,21,Hibernating
16,8,505.21,5,5,5,55,VIP
78,1,13.9,2,1,1,21,Hibernating
72,6,389.25,3,5,5,35,Loyal Customer
69,1,29.22,3,1,1,31,About to Sleep
49,2,210.95,3,3,4,33,Need Attention
46,1,14.690000000000001,3,1,1,31,About to Sleep
15,21,807.17,5,5,5,55,VIP
59,6,330.11,3,5,4,35,Loyal Customer
272,1,25.59,1,1,1,11,Hibernating
66,12,301.37999999999994,3,5,4,35,Loyal Customer
65,3,93.58999999999999,3,3,3,33,Need Attention
32,4,198.48000000000002,4,4,4,44,Loyal Customer
116,5,510.62,2,4,5,24,At Risk
84,5,421.951,2,4,5,24,At Risk
147,1,21.45,2,1,1,21,Hibernating
196,1,20.72,1,1,1,11,Hibernating
22,9,180.31999999999996,4,5,4,45,Loyal Customer
14,3,2.2,5,3,1,53,Potential Loyalist
46,7,82.53,3,5,2,35,Loyal Customer
37,13,512.59,4,5,5,45,Loyal Customer
22,4,129.82,4,4,3,44,Loyal Customer
30,4,382.62,4,4,5,44,Loyal Customer
55,5,274.15000000000003,3,4,4,34,Loyal Customer
135,5,344.28,2,4,4,24,At Risk
125,3,76.67999999999998,2,3,2,23,At Risk
275,1,81.65,1,1,2,11,Hibernating
177,1,6.53,2,1,1,21,Hibernating
83,1,98.6,2,1,3,21,Hibernating
163,2,32.36,2,3,1,23,At Risk
60,2,195.39999999999995,3,3,4,33,Need Attention
18,14,674.78,5,5,5,55,VIP
326,1,83.59000000000002,1,1,2,11,Hibernating
32,11,198.24999999999997,4,5,4,45,Loyal Customer
311,1,15.0,1,1,1,11,Hibernating
69,2,25.849999999999998,3,3,1,33,Need Attention
260,2,107.17,1,3,3,13,At Risk
58,2,71.48,3,3,2,33,Need Attention
332,1,45.650000000000006,1,1,2,11,Hibernating
259,1,101.43,1,1,3,11,Hibernating
85,2,69.86,2,3,2,23,At Risk
25,17,1533.75,4,5,5,45,Loyal Customer
7,7,624.8399999999999,5,5,5,55,VIP
51,4,255.76999999999995,3,4,4,34,Loyal Customer
13,9,580.25,5,5,5,55,VIP
37,1,448.0400000000001,4,1,5,41,Promising
164,1,0.29,2,1,1,21,Hibernating
8,5,202.17000000000002,5,4,4,54,VIP
37,2,99.58999999999999,4,3,3,43,Potential Loyalist
50,2,114.52,3,3,3,33,Need Attention
16,6,146.81,5,5,3,55,VIP
9,10,492.53,5,5,5,55,VIP
105,1,14.3,2,1,1,21,Hibernating
79,3,228.97,2,3,4,23,At Risk
7,184,18264.79,5,5,5,55,VIP
43,3,81.68999999999997,3,3,2,33,Need Attention
30,4,312.83,4,4,4,44,Loyal Customer
17,9,278.1600000000001,5,5,4,55,VIP
73,4,125.63000000000001,3,4,3,34,Loyal Customer
238,2,61.79,1,3,2,13,At Risk
46,7,397.53999999999996,3,5,5,35,Loyal Customer
181,1,41.85,2,1,1,21,Hibernating
207,1,128.33,1,1,3,11,Hibernating
35,2,199.42,4,3,4,43,Potential Loyalist
252,2,71.71,1,3,2,13,At Risk
240,1,6.75,1,1,1,11,Hibernating
38,1,46.6,4,1,2,41,Promising
269,1,29.28,1,1,1,11,Hibernating
63,1,49.17,3,1,2,31,About to Sleep
112,3,579.6700000000001,2,3,5,23,At Risk
7,2,149.39,5,3,3,53,Potential Loyalist
20,3,221.24,5,3,4,53,Potential Loyalist
261,1,13.559999999999999,1,1,1,11,Hibernating
32,4,610.49,4,4,5,44,Loyal Customer
204,2,191.32999999999998,1,3,4,13,At Risk
59,2,52.55,3,3,2,33,Need Attention
220,1,16.4,1,1,1,11,Hibernating
43,4,44.89,3,4,2,34,Loyal Customer
305,1,15.919999999999998,1,1,1,11,Hibernating
31,7,353.2800000000001,4,5,4,45,Loyal Customer
55,1,17.05,3,1,1,31,About to Sleep
30,4,181.33999999999995,4,4,4,44,Loyal Customer
111,4,77.05,2,4,2,24,At Risk
38,21,622.42,4,5,5,45,Loyal Customer
60,3,367.01000000000005,3,3,5,33,Need Attention
345,1,120.96,1,1,3,11,Hibernating
374,1,81.42,1,1,2,11,Hibernating
286,1,47.2,1,1,2,11,Hibernating
237,3,147.08999999999997,1,3,3,13,At Risk
21,13,1063.6399999999999,5,5,5,55,VIP
181,3,38.89,2,3,1,23,At Risk
21,7,621.14,5,5,5,55,VIP
29,5,279.82,4,4,4,44,Loyal Customer
83,4,73.19,2,4,2,24,At Risk
100,1,175.89000000000001,2,1,4,21,Hibernating
345,1,40.95,1,1,1,11,Hibernating
51,8,326.1,3,5,4,35,Loyal Customer
23,1,5.050000000000001,4,1,1,41,Promising
63,1,35.800000000000004,3,1,1,31,About to Sleep
367,1,9.84,1,1,1,11,Hibernating
72,5,497.06,3,4,5,34,Loyal Customer
377,1,148.85,1,1,3,11,Hibernating
379,1,83.7,1,1,2,11,Hibernating
65,1,29.099999999999994,3,1,1,31,About to Sleep
214,1,97.72999999999999,1,1,3,11,Hibernating
331,1,77.10000000000002,1,1,2,11,Hibernating
30,4,70.26,4,4,2,44,Loyal Customer
18,2,228.64999999999998,5,3,4,53,Potential Loyalist
7,6,32.15,5,5,1,55,VIP
22,6,412.38,4,5,5,45,Loyal Customer
303,1,55.69999999999999,1,1,2,11,Hibernating
254,2,98.61000000000001,1,3,3,13,At Risk
72,1,85.10000000000001,3,1,2,31,About to Sleep
84,1,50.84,2,1,2,21,Hibernating
205,1,17.14,1,1,1,11,Hibernating
24,5,640.6999999999999,4,4,5,44,Loyal Customer
123,2,92.88000000000001,2,3,3,23,At Risk
297,1,10.75,1,1,1,11,Hibernating
70,2,250.57999999999998,3,3,4,33,Need Attention
234,1,29.119999999999997,1,1,1,11,Hibernating
36,2,157.5,4,3,3,43,Potential Loyalist
9,6,686.5899999999999,5,5,5,55,VIP
115,6,730.79,2,5,5,25,Can't Loose
8,29,3330.54,5,5,5,55,VIP
95,1,181.52,2,1,4,21,Hibernating
279,1,2.4,1,1,1,11,Hibernating
37,2,41.57000000000001,4,3,1,43,Potential Loyalist
15,2,334.93,5,3,4,53,Potential Loyalist
129,10,544.61,2,5,5,25,Can't Loose
143,13,623.21,2,5,5,25,Can't Loose
35,4,255.69999999999996,4,4,4,44,Loyal Customer
9,1,36.5,5,1,1,51,New Customer
21,1,84.46000000000001,5,1,2,51,New Customer
8,4,606.0,5,4,5,54,VIP
319,1,52.150000000000006,1,1,2,11,Hibernating
11,10,1666.4,5,5,5,55,VIP
9,8,545.74,5,5,5,55,VIP
210,1,243.74,1,1,4,11,Hibernating
17,2,163.36999999999995,5,3,3,53,Potential Loyalist
42,5,200.96999999999997,4,4,4,44,Loyal Customer
10,3,179.93999999999997,5,3,4,53,Potential Loyalist
261,1,26.8,1,1,1,11,Hibernating
22,5,74.42999999999999,4,4,2,44,Loyal Customer
36,10,767.63,4,5,5,45,Loyal Customer
8,5,88.80000000000001,5,4,2,54,VIP
28,6,1014.6200000000001,4,5,5,45,Loyal Customer
18,2,102.17999999999999,5,3,3,53,Potential Loyalist
11,4,428.12,5,4,5,54,VIP
10,47,4056.37,5,5,5,55,VIP
183,1,7.49,1,1,1,11,Hibernating
86,1,50.78,2,1,2,21,Hibernating
237,1,0.84,1,1,1,11,Hibernating
105,5,159.55999999999995,2,4,3,24,At Risk
21,15,1977.1300000000003,5,5,5,55,VIP
67,10,622.75,3,5,5,35,Loyal Customer
10,1,66.35000000000001,5,1,2,51,New Customer
63,2,182.66,3,3,4,33,Need Attention
21,6,283.35,5,5,4,55,VIP
116,3,238.21999999999997,2,3,4,23,At Risk
162,1,20.599999999999998,2,1,1,21,Hibernating
85,3,143.87999999999997,2,3,3,23,At Risk
18,5,246.61,5,4,4,54,VIP
18,10,1044.77,5,5,5,55,VIP
9,59,798.9,5,5,5,55,VIP
65,4,273.61,3,4,4,34,Loyal Customer
52,4,219.99999999999997,3,4,4,34,Loyal Customer
52,1,52.89,3,1,2,31,About to Sleep
55,2,299.06000000000006,3,3,4,33,Need Attention
60,2,242.27999999999997,3,3,4,33,Need Attention
14,3,98.80000000000003,5,3,3,53,Potential Loyalist
28,2,132.64000000000001,4,3,3,43,Potential Loyalist
121,1,18.350000000000005,2,1,1,21,Hibernating
42,5,391.20000000000005,4,4,5,44,Loyal Customer
71,2,51.62,3,3,2,33,Need Attention
134,2,116.88000000000001,2,3,3,23,At Risk
136,2,144.66999999999996,2,3,3,23,At Risk
10,23,1089.17,5,5,5,55,VIP
7,7,335.29999999999995,5,5,4,55,VIP
69,2,74.05000000000001,3,3,2,33,Need Attention
9,8,283.91,5,5,4,55,VIP
310,1,13.45,1,1,1,11,Hibernating
21,2,183.34999999999997,5,3,4,53,Potential Loyalist
371,1,20.91,1,1,1,11,Hibernating
206,2,31.74,1,3,1,13,At Risk
316,2,85.99,1,3,2,13,At Risk
104,1,99.44999999999999,2,1,3,21,Hibernating
14,18,492.9100000000001,5,5,5,55,VIP
105,2,15.25,2,3,1,23,At Risk
62,6,179.82,3,5,4,35,Loyal Customer
225,2,146.72,1,3,3,13,At Risk
8,6,86.85,5,5,2,55,VIP
157,4,148.19,2,4,3,24,At Risk
172,2,88.97999999999999,2,3,2,23,At Risk
72,2,132.57999999999998,3,3,3,33,Need Attention
14,4,187.54999999999998,5,4,4,54,VIP
221,2,96.15,1,3,3,13,At Risk
45,2,96.95,3,3,3,33,Need Attention
14,3,285.06,5,3,4,53,Potential Loyalist
253,1,30.5,1,1,1,11,Hibernating
25,2,77.95,4,3,2,43,Potential Loyalist
374,1,39.88,1,1,1,11,Hibernating
90,3,94.77999999999999,2,3,3,23,At Risk
64,8,539.45,3,5,5,35,Loyal Customer
63,3,223.85,3,3,4,33,Need Attention
118,2,64.49000000000001,2,3,2,23,At Risk
121,8,412.94,2,5,5,25,Can't Loose
178,2,53.12,2,3,2,23,At Risk
161,1,16.53,2,1,1,21,Hibernating
72,1,49.61,3,1,2,31,About to Sleep
27,12,261.22,4,5,4,45,Loyal Customer
36,1,14.56,4,1,1,41,Promising
24,2,63.98999999999999,4,3,2,43,Potential Loyalist
23,2,20.7,4,3,1,43,Potential Loyalist
198,1,48.34,1,1,2,11,Hibernating
162,2,71.99,2,3,2,23,At Risk
35,1,96.10000000000001,4,1,3,41,Promising
84,1,74.62,2,1,2,21,Hibernating
99,7,149.9,2,5,3,25,Can't Loose
52,5,230.0,3,4,4,34,Loyal Customer
74,1,54.47,3,1,2,31,About to Sleep
21,12,457.65999999999997,5,5,5,55,VIP
219,3,200.52,1,3,4,13,At Risk
98,3,621.29,2,3,5,23,At Risk
65,2,162.44,3,3,3,33,Need Attention
343,1,56.74000000000001,1,1,2,11,Hibernating
120,2,458.42,2,3,5,23,At Risk
25,1,93.91,4,1,3,41,Promising
211,2,33.46000000000001,1,3,1,13,At Risk
43,1,16.87,3,1,1,31,About to Sleep
37,4,222.69999999999996,4,4,4,44,Loyal Customer
16,3,51.82000000000001,5,3,2,53,Potential Loyalist
30,1,61.75,4,1,2,41,Promising
373,1,55.6,1,1,2,11,Hibernating
31,6,659.8399999999999,4,5,5,45,Loyal Customer
15,1,115.7,5,1,3,51,New Customer
109,1,29.64,2,1,1,21,Hibernating
49,4,779.83,3,4,5,34,Loyal Customer
24,2,138.64999999999998,4,3,3,43,Potential Loyalist
48,1,12.7,3,1,1,31,About to Sleep
22,7,236.10999999999999,4,5,4,45,Loyal Customer
52,1,66.83,3,1,2,31,About to Sleep
309,1,150.32,1,1,3,11,Hibernating
67,1,95.81,3,1,3,31,About to Sleep
34,8,621.8800000000001,4,5,5,45,Loyal Customer
9,3,112.33000000000001,5,3,3,53,Potential Loyalist
62,2,14.14,3,3,1,33,Need Attention
27,9,338.102,4,5,4,45,Loyal Customer
189,3,143.75999999999996,1,3,3,13,At Risk
29,2,56.01,4,3,2,43,Potential Loyalist
116,3,109.25999999999999,2,3,3,23,At Risk
367,1,59.910000000000004,1,1,2,11,Hibernating
23,5,92.71000000000001,4,4,3,44,Loyal Customer
76,1,57.38,3,1,2,31,About to Sleep
105,3,116.3,2,3,3,23,At Risk
7,3,143.71999999999997,5,3,3,53,Potential Loyalist
10,14,418.29,5,5,5,55,VIP
74,2,102.60000000000001,3,3,3,33,Need Attention
36,3,54.7,4,3,2,43,Potential Loyalist
50,3,76.33,3,3,2,33,Need Attention
16,6,159.19999999999996,5,5,3,55,VIP
136,1,113.9,2,1,3,21,Hibernating
81,2,62.75999999999999,2,3,2,23,At Risk
32,9,287.28999999999996,4,5,4,45,Loyal Customer
58,3,39.36,3,3,1,33,Need Attention
65,1,24.5,3,1,1,31,About to Sleep
372,1,45.290000000000006,1,1,2,11,Hibernating
20,2,173.31000000000003,5,3,4,53,Potential Loyalist
7,1,118.78999999999999,5,1,3,51,New Customer
18,1,15.989999999999998,5,1,1,51,New Customer
35,4,360.43999999999994,4,4,4,44,Loyal Customer
260,1,84.21000000000001,1,1,2,11,Hibernating
205,1,104.02,1,1,3,11,Hibernating
31,10,654.77,4,5,5,45,Loyal Customer
290,1,42.27,1,1,1,11,Hibernating
8,4,166.7,5,4,3,54,VIP
114,10,140.60999999999999,2,5,3,25,Can't Loose
251,3,57.49999999999999,1,3,2,13,At Risk
154,3,53.24,2,3,2,23,At Risk
38,4,251.84999999999997,4,4,4,44,Loyal Customer
70,2,352.0199999999999,3,3,4,33,Need Attention
228,1,14.45,1,1,1,11,Hibernating
263,1,26.07,1,1,1,11,Hibernating
43,1,4.95,3,1,1,31,About to Sleep
11,6,108.92,5,5,3,55,VIP
16,7,398.04999999999995,5,5,5,55,VIP
72,3,99.00000000000003,3,3,3,33,Need Attention
64,1,6.5,3,1,1,31,About to Sleep
77,1,119.34000000000002,2,1,3,21,Hibernating
308,1,55.88000000000001,1,1,2,11,Hibernating
44,5,102.46000000000001,3,4,3,34,Loyal Customer
197,1,54.80000000000001,1,1,2,11,Hibernating
119,2,26.389999999999997,2,3,1,23,At Risk
53,3,327.22,3,3,4,33,Need Attention
72,5,481.34000000000003,3,4,5,34,Loyal Customer
282,1,3.75,1,1,1,11,Hibernating
56,10,463.1599999999999,3,5,5,35,Loyal Customer
63,3,208.42,3,3,4,33,Need Attention
45,3,142.6,3,3,3,33,Need Attention
188,2,181.08999999999997,1,3,4,13,At Risk
38,8,372.9699999999999,4,5,5,45,Loyal Customer
203,1,8.0,1,1,1,11,Hibernating
56,1,14.899999999999999,3,1,1,31,About to Sleep
154,4,169.95999999999998,2,4,3,24,At Risk
14,20,1032.42,5,5,5,55,VIP
23,3,269.5199999999999,4,3,4,43,Potential Loyalist
22,2,40.64,4,3,1,43,Potential Loyalist
172,1,124.93,2,1,3,21,Hibernating
246,2,321.68,1,3,4,13,At Risk
21,4,220.29999999999995,5,4,4,54,VIP
120,2,83.05,2,3,2,23,At Risk
22,2,101.07999999999998,4,3,3,43,Potential Loyalist
42,14,357.78000000000003,4,5,4,45,Loyal Customer
7,10,794.46,5,5,5,55,VIP
92,4,761.5899999999999,2,4,5,24,At Risk
36,3,303.13,4,3,4,43,Potential Loyalist
67,1,30.510000000000005,3,1,1,31,About to Sleep
203,4,36.62,1,4,1,14,At Risk
22,4,292.20000000000005,4,4,4,44,Loyal Customer
130,2,67.73,2,3,2,23,At Risk
20,7,1115.8700000000001,5,5,5,55,VIP
212,1,35.330000000000005,1,1,1,11,Hibernating
129,2,41.09,2,3,1,23,At Risk
142,1,4.95,2,1,1,21,Hibernating
49,1,5.67,3,1,1,31,About to Sleep
21,3,28.86,5,3,1,53,Potential Loyalist
7,5,278.01000000000005,5,4,4,54,VIP
100,2,63.06000000000002,2,3,2,23,At Risk
35,8,131.20000000000002,4,5,3,45,Loyal Customer
15,23,746.6500000000001,5,5,5,55,VIP
307,1,29.150000000000006,1,1,1,11,Hibernating
52,1,53.70000000000001,3,1,2,31,About to Sleep
296,1,103.96999999999997,1,1,3,11,Hibernating
62,6,1046.3799999999999,3,5,5,35,Loyal Customer
8,12,549.8499999999999,5,5,5,55,VIP
10,6,414.73,5,5,5,55,VIP
372,1,57.55000000000001,1,1,2,11,Hibernating
207,2,182.42999999999998,1,3,4,13,At Risk
10,2,47.3,5,3,2,53,Potential Loyalist
197,1,17.15,1,1,1,11,Hibernating
142,6,273.35,2,5,4,25,Can't Loose
252,4,170.09999999999994,1,4,3,14,At Risk
120,1,69.72,2,1,2,21,Hibernating
7,117,5524.700000000001,5,5,5,55,VIP
25,8,338.18,4,5,4,45,Loyal Customer
55,2,45.74999999999999,3,3,2,33,Need Attention
319,1,16.75,1,1,1,11,Hibernating
79,9,538.89,2,5,5,25,Can't Loose
118,1,96.94,2,1,3,21,Hibernating
204,3,116.0,1,3,3,13,At Risk
343,1,18.470000000000002,1,1,1,11,Hibernating
37,7,405.71,4,5,5,45,Loyal Customer
251,4,228.4,1,4,4,14,At Risk
49,1,19.709999999999997,3,1,1,31,About to Sleep
16,8,429.70000000000005,5,5,5,55,VIP
141,3,78.66,2,3,2,23,At Risk
8,6,394.9699999999999,5,5,5,55,VIP
43,1,74.4,3,1,2,31,About to Sleep
53,1,78.88000000000001,3,1,2,31,About to Sleep
319,1,143.04999999999998,1,1,3,11,Hibernating
63,5,387.15999999999997,3,4,5,34,Loyal Customer
203,1,11.1,1,1,1,11,Hibernating
91,1,13.649999999999999,2,1,1,21,Hibernating
67,2,77.63,3,3,2,33,Need Attention
8,4,102.79999999999998,5,4,3,54,VIP
15,2,73.14999999999999,5,3,2,53,Potential Loyalist
11,4,430.49999999999994,5,4,5,54,VIP
190,1,99.15,1,1,3,11,Hibernating
9,6,916.4200000000001,5,5,5,55,VIP
10,4,476.99000000000007,5,4,5,54,VIP
7,22,1036.2400000000002,5,5,5,55,VIP
304,8,20.67,1,5,1,15,Can't Loose
177,2,10.9,2,3,1,23,At Risk
90,2,144.48,2,3,3,23,At Risk
14,2,91.79,5,3,3,53,Potential Loyalist
45,6,341.93,3,5,4,35,Loyal Customer
51,5,160.61,3,4,3,34,Loyal Customer
60,7,492.0899999999999,3,5,5,35,Loyal Customer
36,1,24.4,4,1,1,41,Promising
134,6,80.2,2,5,2,25,Can't Loose
52,1,162.51999999999998,3,1,3,31,About to Sleep
304,1,4.95,1,1,1,11,Hibernating
97,5,70.08999999999999,2,4,2,24,At Risk
13,6,328.7,5,5,4,55,VIP
266,1,6.959999999999999,1,1,1,11,Hibernating
332,1,6.88,1,1,1,11,Hibernating
24,4,103.05000000000001,4,4,3,44,Loyal Customer
104,2,22.699999999999996,2,3,1,23,At Risk
42,1,179.13000000000002,4,1,4,41,Promising
62,6,33.31,3,5,1,35,Loyal Customer
65,2,27.640000000000008,3,3,1,33,Need Attention
16,6,765.2900000000001,5,5,5,55,VIP
23,2,158.46,4,3,3,43,Potential Loyalist
34,2,15.12,4,3,1,43,Potential Loyalist
134,1,43.3,2,1,2,21,Hibernating
38,2,147.50999999999993,4,3,3,43,Potential Loyalist
226,1,76.85000000000001,1,1,2,11,Hibernating
16,3,149.36,5,3,3,53,Potential Loyalist
209,3,128.64,1,3,3,13,At Risk
37,7,532.7299999999999,4,5,5,45,Loyal Customer
62,3,37.800000000000004,3,3,1,33,Need Attention
94,2,64.80000000000001,2,3,2,23,At Risk
29,4,286.12,4,4,4,44,Loyal Customer
133,2,1.9900000000000002,2,3,1,23,At Risk
17,1,27.009999999999998,5,1,1,51,New Customer
218,1,83.22,1,1,2,11,Hibernating
95,2,139.57,2,3,3,23,At Risk
363,1,28.65,1,1,1,11,Hibernating
210,2,115.24999999999999,1,3,3,13,At Risk
333,3,35.67999999999999,1,3,1,13,At Risk
120,3,110.99000000000001,2,3,3,23,At Risk
67,2,145.98,3,3,3,33,Need Attention
76,6,78.63,3,5,2,35,Loyal Customer
27,6,676.31,4,5,5,45,Loyal Customer
21,5,397.89,5,4,5,54,VIP
223,2,49.32,1,3,2,13,At Risk
105,1,11.91,2,1,1,21,Hibernating
42,4,447.8999999999999,4,4,5,44,Loyal Customer
11,5,564.8299999999999,5,4,5,54,VIP
29,3,157.70999999999995,4,3,3,43,Potential Loyalist
109,2,142.39999999999998,2,3,3,23,At Risk
144,1,4.04,2,1,1,21,Hibernating
183,1,41.839999999999996,1,1,1,11,Hibernating
16,6,255.55999999999997,5,5,4,55,VIP
282,1,40.910000000000004,1,1,1,11,Hibernating
46,4,155.65,3,4,3,34,Loyal Customer
38,3,200.57,4,3,4,43,Potential Loyalist
116,7,690.64,2,5,5,25,Can't Loose
232,1,41.2,1,1,1,11,Hibernating
18,3,229.94,5,3,4,53,Potential Loyalist
169,4,85.88000000000001,2,4,2,24,At Risk
316,1,50.58,1,1,2,11,Hibernating
76,2,184.35999999999996,3,3,4,33,Need Attention
32,3,342.4599999999999,4,3,4,43,Potential Loyalist
260,1,47.81000000000001,1,1,2,11,Hibernating
239,1,25.5,1,1,1,11,Hibernating
45,7,345.12,3,5,4,35,Loyal Customer
44,1,8.700000000000001,3,1,1,31,About to Sleep
59,2,23.82,3,3,1,33,Need Attention
87,1,74.8,2,1,2,21,Hibernating
11,15,735.28,5,5,5,55,VIP
31,3,474.59999999999997,4,3,5,43,Potential Loyalist
34,1,117.17,4,1,3,41,Promising
80,1,65.1,2,1,2,21,Hibernating
217,1,0.84,1,1,1,11,Hibernating
22,2,184.03,4,3,4,43,Potential Loyalist
86,1,8.05,2,1,1,21,Hibernating
237,1,74.87,1,1,2,11,Hibernating
22,4,223.59999999999997,4,4,4,44,Loyal Customer
217,1,71.01,1,1,2,11,Hibernating
375,1,45.400000000000006,1,1,2,11,Hibernating
111,2,533.26,2,3,5,23,At Risk
43,1,60.68,3,1,2,31,About to Sleep
28,6,154.6,4,5,3,45,Loyal Customer
27,6,286.81999999999994,4,5,4,45,Loyal Customer
182,2,112.79,1,3,3,13,At Risk
15,5,324.24,5,4,4,54,VIP
169,1,2.55,2,1,1,21,Hibernating
321,1,34.47,1,1,1,11,Hibernating
98,3,17.689999999999998,2,3,1,23,At Risk
42,5,231.22000000000003,4,4,4,44,Loyal Customer
72,1,81.39999999999999,3,1,2,31,About to Sleep
31,4,1346.04,4,4,5,44,Loyal Customer
120,3,507.70000000000005,2,3,5,23,At Risk
21,1,39.349999999999994,5,1,1,51,New Customer
273,1,58.09,1,1,2,11,Hibernating
24,7,381.95000000000005,4,5,5,45,Loyal Customer
8,19,1253.83,5,5,5,55,VIP
365,1,117.45,1,1,3,11,Hibernating
46,2,220.38999999999996,3,3,4,33,Need Attention
10,5,602.98,5,4,5,54,VIP
368,1,103.81,1,1,3,11,Hibernating
162,3,178.67000000000002,2,3,4,23,At Risk
23,3,228.26,4,3,4,43,Potential Loyalist
22,1,111.19000000000001,4,1,3,41,Promising
32,1,79.36,4,1,2,41,Promising
7,17,938.1400000000001,5,5,5,55,VIP
21,7,291.1,5,5,4,55,VIP
29,1,20.119999999999997,4,1,1,41,Promising
21,7,617.07,5,5,5,55,VIP
25,2,109.19,4,3,3,43,Potential Loyalist
42,8,631.3299999999999,4,5,5,45,Loyal Customer
44,14,426.8399999999999,3,5,5,35,Loyal Customer
248,1,82.2,1,1,2,11,Hibernating
15,2,187.48999999999998,5,3,4,53,Potential Loyalist
36,15,629.5699999999999,4,5,5,45,Loyal Customer
8,2,259.36,5,3,4,53,Potential Loyalist
154,1,49.06,2,1,2,21,Hibernating
18,6,1294.74,5,5,5,55,VIP
367,1,29.9,1,1,1,11,Hibernating
46,2,251.28,3,3,4,33,Need Attention
51,1,23.79,3,1,1,31,About to Sleep
181,4,11.399999999999999,2,4,1,24,At Risk
17,1,22.450000000000003,5,1,1,51,New Customer
154,3,610.21,2,3,5,23,At Risk
101,1,60.269999999999996,2,1,2,21,Hibernating
14,12,465.47,5,5,5,55,VIP
13,1,92.47000000000003,5,1,3,51,New Customer
248,2,65.4,1,3,2,13,At Risk
18,12,1679.29,5,5,5,55,VIP
237,1,57.69000000000001,1,1,2,11,Hibernating
63,5,184.32,3,4,4,34,Loyal Customer
20,8,439.68,5,5,5,55,VIP
36,6,336.38,4,5,4,45,Loyal Customer
265,1,36.1,1,1,1,11,Hibernating
7,22,1773.79,5,5,5,55,VIP
281,1,88.06,1,1,2,11,Hibernating
210,1,230.60000000000002,1,1,4,11,Hibernating
39,2,26.439999999999998,4,3,1,43,Potential Loyalist
25,4,169.89999999999998,4,4,3,44,Loyal Customer
66,2,67.47000000000001,3,3,2,33,Need Attention
156,3,275.33,2,3,4,23,At Risk
105,2,8.870000000000001,2,3,1,23,At Risk
34,2,25.730000000000004,4,3,1,43,Potential Loyalist
32,5,234.92,4,4,4,44,Loyal Customer
11,14,1499.9900000000002,5,5,5,55,VIP
28,10,1310.0,4,5,5,45,Loyal Customer
22,3,415.47,4,3,5,43,Potential Loyalist
260,3,313.73999999999995,1,3,4,13,At Risk
14,3,399.02,5,3,5,53,Potential Loyalist
261,1,15.55,1,1,1,11,Hibernating
365,2,83.00000000000001,1,3,2,13,At Risk
25,3,331.36,4,3,4,43,Potential Loyalist
18,8,533.22,5,5,5,55,VIP
8,26,1343.4299999999998,5,5,5,55,VIP
18,1,73.26,5,1,2,51,New Customer
41,2,309.42,4,3,4,43,Potential Loyalist
234,3,56.79,1,3,2,13,At Risk
34,3,10.98,4,3,1,43,Potential Loyalist
319,1,24.15,1,1,1,11,Hibernating
24,5,219.96,4,4,4,44,Loyal Customer
224,3,31.950000000000003,1,3,1,13,At Risk
129,1,8.8,2,1,1,21,Hibernating
7,5,389.34000000000003,5,4,5,54,VIP
217,1,48.500000000000014,1,1,2,11,Hibernating
69,1,43.029999999999994,3,1,2,31,About to Sleep
87,1,63.34000000000001,2,1,2,21,Hibernating
70,4,253.09,3,4,4,34,Loyal Customer
14,17,1066.3700000000001,5,5,5,55,VIP
10,8,216.07999999999998,5,5,4,55,VIP
290,1,2.5,1,1,1,11,Hibernating
15,5,180.06999999999996,5,4,4,54,VIP
32,8,278.93,4,5,4,45,Loyal Customer
185,8,239.37000000000003,1,5,4,15,Can't Loose
57,1,93.68,3,1,3,31,About to Sleep
25,13,326.99,4,5,4,45,Loyal Customer
252,1,26.020000000000003,1,1,1,11,Hibernating
79,4,269.71000000000015,2,4,4,24,At Risk
32,24,1132.0,4,5,5,45,Loyal Customer
80,1,51.14,2,1,2,21,Hibernating
38,3,134.75,4,3,3,43,Potential Loyalist
51,1,74.30999999999999,3,1,2,31,About to Sleep
69,8,715.84,3,5,5,35,Loyal Customer
35,7,335.25,4,5,4,45,Loyal Customer
18,5,139.51,5,4,3,54,VIP
63,1,50.470000000000006,3,1,2,31,About to Sleep
99,2,39.25,2,3,1,23,At Risk
8,9,427.33000000000004,5,5,5,55,VIP
92,4,220.85,2,4,4,24,At Risk
286,1,45.0,1,1,2,11,Hibernating
284,1,87.51999999999998,1,1,2,11,Hibernating
151,13,591.4,2,5,5,25,Can't Loose
25,1,68.1,4,1,2,41,Promising
37,1,12.75,4,1,1,41,Promising
79,2,127.15,2,3,3,23,At Risk
55,4,63.15,3,4,2,34,Loyal Customer
20,6,77.93,5,5,2,55,VIP
93,2,86.29,2,3,2,23,At Risk
14,15,766.46,5,5,5,55,VIP
38,8,390.78,4,5,5,45,Loyal Customer
371,1,2.5,1,1,1,11,Hibernating
56,2,56.63000000000001,3,3,2,33,Need Attention
14,3,79.59,5,3,2,53,Potential Loyalist
57,1,18.6,3,1,1,31,About to Sleep
29,1,52.2,4,1,2,41,Promising
163,2,175.05999999999997,2,3,4,23,At Risk
62,2,55.18,3,3,2,33,Need Attention
29,4,265.66999999999996,4,4,4,44,Loyal Customer
14,4,315.96,5,4,4,54,VIP
28,2,58.63,4,3,2,43,Potential Loyalist
7,7,159.77999999999997,5,5,3,55,VIP
21,6,114.08999999999999,5,5,3,55,VIP
303,2,45.400000000000006,1,3,2,13,At Risk
